TRANS_DATE,ASHARES,TRANS_PRICEPERSHARE,DSHARES
2013-10-08,10223478.780000001,30.3016081871345,3626135.0
2013-10-09,113670776.33,34.64581081081081,5828265.0
2013-10-10,34518292.0,237.3447695390782,256705702.0
2013-10-11,367170950.75,117.97782258064517,276365607.0
2013-10-13,1003906.0,41.911500000000004,974.0
2013-10-14,103080648.78,50.71424870466321,40255996.0
2013-10-15,68493911.81,48.70872625698324,389812853.0
2013-10-16,33981111.57,44.96290550070522,752484440.0
2013-10-17,95873012.29,192.1907843137255,17455593.0
2013-10-18,111640315.63,44.32279389312977,56769637.0
2013-10-19,95329.0,109.45486486486486,118.0
2013-10-20,1839586.0,21.615,1781.0
2013-10-24,10725258.0,71.2390463576159,101921681.0
2013-10-25,102743701.64,141.1614850530376,12104979.0
2013-10-26,1793618.0,20.00655172413793,10559.0
2013-10-27,58026267.0,14.581578947368422,135320.0
2013-10-28,93496242.41,143.59738025415444,7386450.0
2013-10-29,525779733.55,3880.8255320813773,98469830.0
2013-10-30,164365690.51,236.9652575315841,465597396.0
2013-10-31,127634514.10000001,28.859077809798272,21781001.0
2013-11-01,486201388.67,112.59074725274726,232334298.0
2013-11-03,47390.0,26.34595238095238,29.0
2013-11-04,68283584.13,34.64052267002519,3169750981.0
2013-11-05,53433173.26,51.326247191011234,6286415.0
2013-11-06,32484851.61,66.71541095890412,14183551.0
2013-11-07,118446103.76,34.512564612326045,682921544.0
2013-11-08,42939301.76,30.668170246618935,51559834.0
2013-11-09,841384.23,19.7669696969697,225.0
2013-11-11,22589016.5,44.6121379833207,172065530.0
2013-11-12,249803997.04,56.593248914616495,314410959.0
2013-11-13,155050246.63,1839.440853293413,512358456.0
2013-11-14,22117602.62,284.2087454938716,427459.0
2013-11-15,909143895.55,42.313188108662224,156243890.0
2013-11-16,294353.0,23.142568807339448,367.0
2013-11-17,123611.61,25.007093023255816,109.0
2013-11-18,80463278.47,35.282366159947124,1450662.0
2013-11-19,133877883.79,12359.555762114536,105363925.0
2013-11-20,79015845.8,36.002242524916944,34153397.0
2013-11-22,32584815.259999998,63.451548117154815,11307937.0
2013-11-23,218392.0,7.3916216216216215,301.0
2013-11-24,22679.0,22.24913043478261,1153.0
2013-11-25,79602814.07,233.2659505988024,872277062.0
2013-11-26,240232970.31,50.442331002331,466617773.0
2013-11-28,281793.0,40.30809523809524,135556.0
2013-11-29,9302725.68,25.038076416337287,2352198.0
2013-11-30,682190.21,31.813701298701297,727.0
2013-12-01,3356762.43,25.312782608695656,2551.0
2013-12-02,43145274.63,1040.3196072931278,13451776.0
2013-12-03,40495010.82,455.5366104702751,73031782.0
2013-12-04,26791209.3,29.74420600858369,88455239.0
2013-12-05,32946861.61,25.467362637362637,16580104.0
2013-12-06,2706645785.89,31.500562737642586,10106794.0
2013-12-07,103213.0,27.21677419354839,1389.0
2013-12-10,19234628.95,46.80027568922306,11526458.0
2013-12-11,10451750.25,38.307519841269844,3722741.0
2013-12-12,44060260.74,41.58010896898575,24402894.0
2013-12-13,60465140.87,284.73044577511644,146344185.0
2013-12-14,7227329.0,23.04527559055118,14789.0
2013-12-15,242675988.8,466.7810204081633,16150791.0
2013-12-16,308783647.87,37.601369446135124,152739492.0
2013-12-17,325502565.93,23.595143047238857,70331352.0
2013-12-18,105132178.42,25.312001906577695,11218149.0
2013-12-19,36466948.91,1558.9526155462183,10228412.0
2013-12-21,79649.0,21.71725,586.0
2013-12-22,125645.0,10.68392857142857,78.0
2013-12-23,35108565.92,23.74486556808326,15606039.0
2013-12-25,1000.0,0.0,102.0
2013-12-26,121169867.38000001,65.63757825370675,27935016.0
2013-12-27,101599742.48,18.442401685393257,10002615.0
2013-12-28,532680.9,47.57,1932.0
2013-12-30,61476411.33,51.024085510688835,24522777.0
2014-01-01,32235185.48,33.525604288499025,10228810.0
2014-01-02,37076579.7,70.57258,163310730.0
2014-01-03,13502985.9,47.647153351698805,1808816.0
2014-01-04,196259.0,18.664299999999997,70.0
2014-01-05,411970.0,28.249464285714282,919.0
2014-01-06,30124859.13,536.2934638196916,14185244.0
2014-01-07,51248318.44,51.99515802781289,11608083.0
2014-01-10,53446780.06,25.052128205128206,14339256.0
2014-01-11,147997.0,13.127846153846153,839.0
2014-01-12,228422.04,12.213333333333333,478.0
2014-01-13,1735175165.68,109.58796551724137,2038471063.0
2014-01-14,21468324.509999998,99.08596774193549,38884699.0
2014-01-15,59875968.64,195.65510233918127,44276349.0
2014-01-16,25374540.19,114.095103926097,254698384.0
2014-01-18,263623.48,31.845348837209304,265.0
2014-01-19,1053798.96,21.965,16474.0
2014-01-21,72576973.12,49.01834229390681,23690625.0
2014-01-22,33777013.78,80.73129629629629,5285741.0
2014-01-23,72460403.89,86.1281841432225,15624649.0
2014-01-24,11480751.82,43.587789566755085,8088694.0
2014-01-25,9099428.0,25.600414507772022,5450.0
2014-01-27,21814201.04,211.96418062200956,29687622.0
2014-01-28,14367036.82,32.05003992015968,2214106.0
2014-01-29,93700922.03999999,28.35754045307443,22024326.0
2014-01-30,18569084.42,22.479888324873095,18294949.0
2014-01-31,85246886.86,35.35975536694957,42214337.0
2014-02-02,530043.0,22.833984962406017,25021.0
2014-02-03,36075337.36,81.30942272727273,75155726.0
2014-02-04,52120708.55,46.02476500361533,853705193.0
2014-02-05,49029579.66,24.97157785467128,8645284.0
2014-02-06,26308354.41,60.57435254237288,639883.0
2014-02-07,15621995.86,216.9323460410557,6170158.0
2014-02-08,323794.0,39.94350961538461,1007.0
2014-02-09,767725.39,37.61289473684211,3221.0
2014-02-10,88334911.42,42.9223249738767,12526315.0
2014-02-11,133716953.96,6813.02863540569,7274391.0
2014-02-12,57199524.879999995,47.79355700325733,64295430.0
2014-02-15,5202584.4,18.445408163265306,27190.0
2014-02-16,1154685.0,27.86698473282443,42414.0
2014-02-17,11515174.5,27.657456790123458,6479532.0
2014-02-18,93551244.12,229.8492491021874,174003830.0
2014-02-19,65039039.55,34.24333190394511,9452646.0
2014-02-20,51046738.81,29.258165304268847,41307100.0
2014-02-21,36233064.57,32.5497250509165,65024716.0
2014-02-22,1106364.62,32.01652007648183,2720.0
2014-02-23,908100.0,34.64870588235294,856.0
2014-02-24,49842796.55,72.67255016417366,33801521.0
2014-02-26,146187143.07,29.55473684210526,192887322.0
2014-02-27,135066603.19,25.696329966329966,69152073.0
2014-02-28,33535986.9,33.120978997289974,25340600.0
2014-03-01,48976744.74,41.52675867507887,33072.0
2014-03-02,1129954.0,45.235517241379306,4425.0
2014-03-03,2043539943.54,40.21331315705638,6109964223.0
2014-03-04,41843360.49,519.9070118995152,48510666.0
2014-03-05,53145031.96,36.38516556291391,1922954.0
2014-03-06,23953664.48,216.7844346807264,7977808.0
2014-03-07,56905076.42,38.387365032194154,3364207.0
2014-03-09,2916002.0,19.49698275862069,2123.0
2014-03-10,74309780.51,91.87950459652707,7964070.0
2014-03-11,92054957.31,80.48372944693573,253880441.0
2014-03-12,59468266.96,50.86189361702128,42150788.0
2014-03-13,45626430.11,75.9998689956332,4433980.0
2014-03-14,423446270.22999996,56.36389055923031,223126629.0
2014-03-15,5491168.42,24.834178794178793,10268.0
2014-03-16,351250.0,30.014218749999998,187.0
2014-03-17,91485123.72,87.14712969525159,57546122.0
2014-03-18,63140342.73,32637.950762411347,18798591.0
2014-03-19,43068021.43,26.47441020191286,9749991.0
2014-03-20,30188499.55,28.047651083238314,3187324.0
2014-03-21,42397531.1,37.87195004803074,19519902.0
2014-03-22,844789.0,20.50265306122449,1379.0
2014-03-23,97638.0,15.8525,332.0
2014-03-24,353965753.01,221.59279582366588,240461791.0
2014-03-25,48376463.58,187.41304914744234,29366794.0
2014-03-26,176702559.89,4364.954739884393,29357428.0
2014-03-27,22599880.33,1198.3260559006212,22422228.0
2014-03-28,101900732.04,26.71454157782516,120349187.0
2014-03-29,192664.0,22.52945945945946,3364.0
2014-03-30,19607438.0,62.57649484536083,53921.0
2014-03-31,388153570.76,3555.2787574468084,697532305.0
2014-04-01,104154420.53,482.4762779950231,11672145.0
2014-04-03,5900603.71,18.418871989860584,2568875.0
2014-04-04,51818450.75,27.19739130434783,126379075.0
2014-04-07,51289120.28,79.20602055800295,45361048.0
2014-04-09,56457609.33,24.61090909090909,22143388.0
2014-04-10,41831471.2,26.296451612903226,16147554.0
2014-04-11,103242003.23,418.9234661354581,5477916.0
2014-04-12,27364.34,25.183,79.0
2014-04-13,27386.0,23.453888888888887,20.0
2014-04-14,360073121.49,156.11211023622047,259525086.0
2014-04-15,46120673.75,56.771061403508774,3622956.0
2014-04-16,8006938929.07,45.94548013245033,2531344287.0
2014-04-17,4048054.97,187.511620626151,9853978.0
2014-04-18,51854610.24,13.897704918032787,40769236.0
2014-04-19,451863.0,19.021764705882354,285.0
2014-04-20,10429655.0,11.371052631578948,46585.0
2014-04-21,79221093.01,39.052724550898205,2355906.0
2014-04-22,32332463.62,27.462406119610574,9781847.0
2014-04-23,24572617.75,26.094303571428572,2439716.0
2014-04-24,6570636.3100000005,96.35825635103926,5114010.0
2014-04-26,108761.0,43.15229508196721,188.0
2014-04-27,270878.0,71.17672413793103,971.0
2014-04-28,42047209.42,35.10371237458194,5298347.0
2014-04-29,99212061.05000001,259.4374845360825,69627408.0
2014-04-30,534849925.12,10017.069731675392,1326631260.0
2014-05-01,60195734.3,33.621923766816145,296868497.0
2014-05-03,4518092.0,23.776521739130434,3713.0
2014-05-04,1865738.0,29.557000000000002,25281.0
2014-05-05,25190672.69,185.59391980360064,3731639.0
2014-05-07,25849347.31,25.12537711313394,15069773.0
2014-05-08,43727545.05,32.40344925479063,6165359.0
2014-05-09,26454826.38,7060.141078189301,9556977.0
2014-05-10,365845.32,19.857,598.0
2014-05-11,349087.0,39.784,7917.0
2014-05-12,26361985.16,41.202830499177175,7511683.0
2014-05-13,80483751.83,37.687137096774194,7870428.0
2014-05-14,30304075.94,60.05158321060383,104228197.0
2014-05-15,61200227.56,44.99671328671329,1442156.0
2014-05-16,75746866.99,35.48204595997035,106163866.0
2014-05-17,606078.0,32.90381578947368,649.0
2014-05-18,560808.0,18.481833333333334,141.0
2014-05-19,731323615.2,44.100221827861574,207792062.0
2014-05-20,219907436.78,48.47971929824562,25381502.0
2014-05-21,12674044.55,26.9506020278834,1196255.0
2014-05-23,19607813.88,1481.0707547169811,31289125.0
2014-05-24,790541.0,39.58576923076923,849.0
2014-05-26,504303.0,15.085058823529412,655992.0
2014-05-27,12150783.52,35.17298410404624,19090812.0
