File,OwnerName,IsDir,IsOff,IsTen,SecTitle,TransDate,Shares,PPS,ADCode,SharesAfter,DIOwner
0000078003-07-000132,SHEDLARZ DAVID L,0,1,0,Common Stock,2007-06-05,25000,27.16,D,615659.00,D
0000078003-07-000132,SHEDLARZ DAVID L,0,1,0,Common Stock,2007-06-05,6349,27.15,D,609310.00,D
0000078003-07-000138,LAMATTINA JOHN L,0,1,0,Common Stock,2007-06-15,36066,26.48,D,429454.00,D
0000078003-07-000138,LAMATTINA JOHN L,0,1,0,Common Stock,2007-06-15,40000,0,D,389454.00,D
0000078003-07-000165,LAMATTINA JOHN L,0,1,0,Common Stock,2007-06-29,6264,25.57,D,383190.00,D
0000078003-07-000233,CORNWELL W DON,1,0,0,Common Stock,2007-09-14,500,24.00,A,1100.00,D
0000078003-07-000268,MCLEOD MARY S,0,1,0,Common Stock,2007-09-28,2000,0,A,22214.00,D
0000078003-07-000269,READ IAN C,0,1,0,Common Stock,2007-09-28,4318,0,A,243045.00,D
0000078003-07-000272,DAMELIO FRANK A,0,1,0,Common Stock,2007-09-28,233600,0,A,234280.00,D
0000078003-07-000296,GOODMAN COREY S,0,1,0,Common Stock,2007-10-31,4000,0,A,4000.00,D
0000078003-07-000297,MACKAY MARTIN,0,1,0,Common Stock,2007-10-31,6250,0,A,115255.00,D
0000078003-07-000312,KINDLER JEFFREY B,1,1,0,Common Stock,2007-11-07,1300,0,D,214013.00,D
0000078003-07-000312,KINDLER JEFFREY B,1,1,0,Common Stock,2007-11-07,650,0,A,650.00,I
0000078003-07-000312,KINDLER JEFFREY B,1,1,0,Common Stock,2007-11-07,650,0,A,650.00,I
0000078003-07-000313,READ IAN C,0,1,0,Common Stock,2007-11-07,18115,23.48,D,226981.00,D
0000078003-07-000313,READ IAN C,0,1,0,Common Stock,2007-11-07,1885,23.50,D,225096.00,D
0000078003-07-000315,CANGIALOSI LORETTA V,0,1,0,Common Stock,2007-11-08,7878,23.11,D,0.00,I
0000078003-08-000012,WAXMAN ALLEN P,0,1,0,Common Stock,2007-12-31,3659,22.73,D,63406.00,D
0000078003-08-000015,STEERE WILLIAM C JR,1,0,0,Common Stock,2008-01-31,47886,23.36,D,1577999.00,D
0000078003-08-000022,WAXMAN ALLEN P,0,1,0,Common Stock,2008-02-22,3814,22.50,D,60190.00,D
0000078003-08-000023,BAGGER RICHARD H,0,1,0,Common Stock,2008-02-28,7133,0,A,51777.00,D
0000078003-08-000023,BAGGER RICHARD H,0,1,0,Common Stock,2008-02-28,3100,0,A,54877.00,D
0000078003-08-000024,CANGIALOSI LORETTA V,0,1,0,Common Stock,2008-02-28,9501,0,A,155917.00,D
0000078003-08-000024,CANGIALOSI LORETTA V,0,1,0,Common Stock,2008-02-28,4500,0,A,160417.00,D
0000078003-08-000024,CANGIALOSI LORETTA V,0,1,0,Common Stock,2008-02-28,1530,22.55,D,158887.00,D
0000078003-08-000025,DAMELIO FRANK A,0,1,0,Common Stock,2008-02-28,41703,0,A,282345.00,D
0000078003-08-000026,FECZKO JOSEPH M,0,1,0,Common Stock,2008-02-28,16462,0,A,362955.00,D
0000078003-08-000026,FECZKO JOSEPH M,0,1,0,Common Stock,2008-02-28,6100,0,A,369055.00,D
0000078003-08-000026,FECZKO JOSEPH M,0,1,0,Common Stock,2008-02-28,2306,22.55,D,366749.00,D
0000078003-08-000027,GOODMAN COREY S,0,1,0,Common Stock,2008-02-28,24144,0,A,28253.00,D
0000078003-08-000028,KINDLER JEFFREY B,1,1,0,Common Stock,2008-02-28,98771,0,A,314596.00,D
0000078003-08-000029,MACKAY MARTIN,0,1,0,Common Stock,2008-02-28,39508,0,A,156035.00,D
0000078003-08-000029,MACKAY MARTIN,0,1,0,Common Stock,2008-02-28,5100,0,A,161135.00,D
0000078003-08-000029,MACKAY MARTIN,0,1,0,Common Stock,2008-02-28,1604,22.55,D,159531.00,D
0000078003-08-000030,MCLEOD MARY S,0,1,0,Common Stock,2008-02-28,21949,0,A,45018.00,D
0000078003-08-000031,READ IAN C,0,1,0,Common Stock,2008-02-28,41703,0,A,269568.00,D
0000078003-08-000031,READ IAN C,0,1,0,Common Stock,2008-02-28,7100,0,A,276668.00,D
0000078003-08-000031,READ IAN C,0,1,0,Common Stock,2008-02-28,2359,22.55,D,274309.00,D
0000078003-08-000032,RICCIARDI NATALE S,0,1,0,Common Stock,2008-02-28,19205,0,A,321593.00,D
0000078003-08-000032,RICCIARDI NATALE S,0,1,0,Common Stock,2008-02-28,4840,0,A,326433.00,D
0000078003-08-000032,RICCIARDI NATALE S,0,1,0,Common Stock,2008-02-28,1614,22.55,D,324819.00,D
0000078003-08-000033,SUSMAN SALLY,0,1,0,Common Stock,2008-02-28,16462,0,A,16462.00,D
0000078003-08-000034,WAXMAN ALLEN P,0,1,0,Common Stock,2008-02-28,3250,0,A,63440.00,D
0000078003-08-000034,WAXMAN ALLEN P,0,1,0,Common Stock,2008-02-28,1099,22.55,D,62341.00,D
0000078003-08-000035,SUSMAN SALLY,0,1,0,Common Stock,2008-02-29,80000,0,A,96462.00,D
0000078003-08-000037,SUSMAN SALLY,0,1,0,Common Stock,2008-03-06,5000,21.71,A,101462.00,D
0000078003-08-000047,RICCIARDI NATALE S,0,1,0,Common Stock,2008-03-17,385,0,D,324435.00,D
0000078003-08-000047,RICCIARDI NATALE S,0,1,0,Common Stock,2008-03-17,770,0,D,323665.00,D
0000078003-08-000047,RICCIARDI NATALE S,0,1,0,Common Stock,2008-03-18,764,0,D,322901.00,D
0000078003-08-000047,RICCIARDI NATALE S,0,1,0,Common Stock,2008-03-18,1528,0,D,321373.00,D
0000078003-08-000047,RICCIARDI NATALE S,0,1,0,Common Stock,2008-03-17,770,0,A,770.00,I
0000078003-08-000047,RICCIARDI NATALE S,0,1,0,Common Stock,2008-03-18,1528,0,A,2298.00,I
0000078003-08-000086,KINDLER JEFFREY B,1,1,0,Common Stock,2008-04-28,10000,0,D,305773.00,D
0000078003-08-000100,RINGO WILLIAM R,0,1,0,Common Stock,2008-04-30,167828,0,A,172828.00,D
0000078003-08-000104,NORA JOHNSON SUZANNE M,1,0,0,Common Stock,2008-05-07,10000,19.93,A,10000.00,D
0000078003-08-000115,CORNWELL W DON,1,0,0,Common Stock,2008-05-21,500,20.00,A,1600.00,D
0000078003-08-000160,SCHULMAN AMY W,0,1,0,Common Stock,2008-06-30,100000,0,A,101000.00,D
0000078003-08-000194,RICCIARDI NATALE S,0,1,0,Common Stock,2008-08-05,10600,19.59,D,314911.00,D
0000078003-08-000195,STEERE WILLIAM C JR,1,0,0,Common Stock,2008-08-06,100000,0,D,1511719.00,D
0000078003-08-000237,DAMELIO FRANK A,0,1,0,Common Stock,2008-09-26,38281,18.66,D,253234.00,D
0000078003-09-000021,STEERE WILLIAM C JR,1,0,0,Common Stock,2009-01-30,44331,14.58,D,1509169.00,D
0000078003-09-000023,KILTS JAMES M,1,0,0,Common Stock,2008-06-03,2500,18.96,D,13100.00,I
0000078003-09-000023,KILTS JAMES M,1,0,0,Common Stock,2008-06-04,4000,18.99,D,9100.00,I
0000078003-09-000023,KILTS JAMES M,1,0,0,Common Stock,2008-06-05,3500,18.50,D,5600.00,I
0000078003-09-000023,KILTS JAMES M,1,0,0,Common Stock,2008-06-06,3380,18.30,D,2220.00,I
0000078003-09-000023,KILTS JAMES M,1,0,0,Common Stock,2008-06-03,100,18.96,D,425.00,I
0000078003-09-000023,KILTS JAMES M,1,0,0,Common Stock,2008-06-04,150,18.99,D,275.00,I
0000078003-09-000023,KILTS JAMES M,1,0,0,Common Stock,2008-06-05,150,18.50,D,125.00,I
0000078003-09-000023,KILTS JAMES M,1,0,0,Common Stock,2008-06-06,125,18.30,D,0.00,I
0000078003-09-000025,CANGIALOSI LORETTA V,0,1,0,Common Stock,2009-02-23,3242,13.27,D,163544.00,D
0000078003-09-000026,FECZKO JOSEPH M,0,1,0,Common Stock,2009-02-23,5326,13.27,D,386087.00,D
0000078003-09-000027,RICCIARDI NATALE S,0,1,0,Common Stock,2009-02-23,4682,13.27,D,316986.00,D
0000078003-09-000028,CANGIALOSI LORETTA V,0,1,0,Common Stock,2009-02-26,22702,0,A,186246.00,D
0000078003-09-000028,CANGIALOSI LORETTA V,0,1,0,Common Stock,2009-02-26,32667,0,A,218913.00,D
0000078003-09-000028,CANGIALOSI LORETTA V,0,1,0,Common Stock,2009-02-26,11042,12.70,D,207871.00,D
0000078003-09-000029,DAMELIO FRANK A,0,1,0,Common Stock,2009-02-26,119744,0,A,381506.00,D
0000078003-09-000030,FECZKO JOSEPH M,0,1,0,Common Stock,2009-02-26,14130,0,A,400217.00,D
0000078003-09-000030,FECZKO JOSEPH M,0,1,0,Common Stock,2009-02-26,46042,0,A,446259.00,D
0000078003-09-000030,FECZKO JOSEPH M,0,1,0,Common Stock,2009-02-26,17404,12.70,D,428855.00,D
0000078003-09-000031,GOODMAN COREY S,0,1,0,Common Stock,2009-02-26,51865,0,A,82232.00,D
0000078003-09-000032,KINDLER JEFFREY B,1,1,0,Common Stock,2009-02-26,250527,0,A,570505.00,D
0000078003-09-000033,MACKAY MARTIN,0,1,0,Common Stock,2009-02-26,99868,0,A,266304.00,D
0000078003-09-000033,MACKAY MARTIN,0,1,0,Common Stock,2009-02-26,37114,0,A,303418.00,D
0000078003-09-000033,MACKAY MARTIN,0,1,0,Common Stock,2009-02-26,5837,12.70,D,297581.00,D
0000078003-09-000034,MCLEOD MARY S,0,1,0,Common Stock,2009-02-26,50019,0,A,98408.00,D
0000078003-09-000035,READ IAN C,0,1,0,Common Stock,2009-02-26,119744,0,A,409979.00,D
0000078003-09-000035,READ IAN C,0,1,0,Common Stock,2009-02-26,53387,0,A,463366.00,D
0000078003-09-000035,READ IAN C,0,1,0,Common Stock,2009-02-26,17732,12.70,D,445634.00,D
0000078003-09-000036,RICCIARDI NATALE S,0,1,0,Common Stock,2009-02-26,41899,0,A,358885.00,D
0000078003-09-000036,RICCIARDI NATALE S,0,1,0,Common Stock,2009-02-26,43142,0,A,402027.00,D
0000078003-09-000036,RICCIARDI NATALE S,0,1,0,Common Stock,2009-02-26,14380,12.70,D,387647.00,D
0000078003-09-000037,RINGO WILLIAM R,0,1,0,Common Stock,2009-02-26,44894,0,A,230283.00,D
0000078003-09-000038,SCHULMAN AMY W,0,1,0,Common Stock,2009-02-26,33911,0,A,140685.00,D
0000078003-09-000039,SUSMAN SALLY,0,1,0,Common Stock,2009-02-26,45686,0,A,154367.00,D
0000078003-09-000040,SUSMAN SALLY,0,1,0,Common Stock,2009-02-27,10835,12.31,D,143532.00,D
0000078003-09-000049,RICCIARDI NATALE S,0,1,0,Common Stock,2009-03-13,31988,14.58,D,355659.00,D
0000078003-09-000101,CANGIALOSI LORETTA V,0,1,0,Common Stock,2009-05-11,21411,14.24,D,188773.00,D
0000078003-09-000102,KINDLER JEFFREY B,1,1,0,Common Stock,2009-05-13,10200,0,D,562498.00,D
0000078003-09-000102,KINDLER JEFFREY B,1,1,0,Common Stock,2009-05-13,3400,0,D,559098.00,D
0000078003-09-000102,KINDLER JEFFREY B,1,1,0,Common Stock,2009-05-13,1700,0,A,2350.00,I
0000078003-09-000102,KINDLER JEFFREY B,1,1,0,Common Stock,2009-05-13,1700,0,A,2350.00,I
0000078003-09-000121,Lewis-Hall Freda C,0,1,0,Common Stock,2009-05-29,65833,0,A,65833.00,D
0000078003-09-000123,RICCIARDI NATALE S,0,1,0,Common Stock,2009-06-12,300,14.74,D,359131.00,D
0000078003-09-000123,RICCIARDI NATALE S,0,1,0,Common Stock,2009-06-12,14400,14.75,D,344731.00,D
0000078003-09-000123,RICCIARDI NATALE S,0,1,0,Common Stock,2009-06-12,300,14.76,D,344431.00,D
0000078003-09-000144,BURNS M ANTHONY,1,0,0,Common Stock,2009-07-01,27950,0,A,52901.00,D
0000078003-09-000145,BURT ROBERT N,1,0,0,Common Stock,2009-07-01,22496,0,A,34696.00,D
0000078003-09-000145,BURT ROBERT N,1,0,0,Common Stock,2009-07-01,22496,14.90,D,12200.00,D
0000078003-09-000146,CORNWELL W DON,1,0,0,Common Stock,2009-07-01,31502,0,A,33102.00,D
0000078003-09-000146,CORNWELL W DON,1,0,0,Common Stock,2009-07-01,31502,14.90,D,1600.00,D
0000078003-09-000147,GRAY III WILLIAM H,1,0,0,Common Stock,2009-07-01,23237,0,A,23263.00,D
0000078003-09-000147,GRAY III WILLIAM H,1,0,0,Common Stock,2009-07-01,23237,14.90,D,26.00,D
0000078003-09-000148,LORCH GEORGE A,1,0,0,Common Stock,2009-07-01,22376,0,A,24126.00,D
0000078003-09-000149,MEAD DANA G,1,0,0,Common Stock,2009-07-01,41926,0,A,51276.00,D
0000078003-09-000149,MEAD DANA G,1,0,0,Common Stock,2009-07-01,41926,14.90,D,9350.00,D
0000078003-09-000150,STEERE WILLIAM C JR,1,0,0,Common Stock,2009-07-01,36988,0,A,1582784.00,D
0000078003-09-000179,CANGIALOSI LORETTA V,0,1,0,Common Stock,2009-08-18,20000,15.99,D,170659.00,D
0000078003-09-000180,STEERE WILLIAM C JR,1,0,0,Common Stock,2009-08-21,1623,16.41,D,1581161.00,D
0000078003-09-000180,STEERE WILLIAM C JR,1,0,0,Common Stock,2009-08-21,26300,16.42,D,1554861.00,D
0000078003-09-000180,STEERE WILLIAM C JR,1,0,0,Common Stock,2009-08-21,12700,16.43,D,1542161.00,D
0000078003-09-000180,STEERE WILLIAM C JR,1,0,0,Common Stock,2009-08-21,42600,16.44,D,1499561.00,D
0000078003-09-000180,STEERE WILLIAM C JR,1,0,0,Common Stock,2009-08-21,4400,16.45,D,1495161.00,D
0000078003-09-000180,STEERE WILLIAM C JR,1,0,0,Common Stock,2009-08-21,14300,16.46,D,1480861.00,D
0000078003-09-000180,STEERE WILLIAM C JR,1,0,0,Common Stock,2009-08-21,60000,0,D,1420861.00,D
0000078003-09-000204,DAMELIO FRANK A,0,1,0,Common Stock,2009-09-28,41688,16.57,D,346969,D
0000078003-09-000229,MASCOTTE JOHN P,1,0,0,Common Stock,2009-10-15,3940,,A,3940,D
0000078003-09-000231,Ausiello Dennis A,1,0,0,Common Stock,2009-10-15,887,,A,887,I
0000078003-09-000232,KILTS JAMES M,1,0,0,Common Stock,2009-10-15,39,,A,39,D
0000078003-11-000001,SIMMONS DAVID S,0,1,0,Common Stock,2011-02-24,37057,0,A,132831,D
0000078003-11-000001,SIMMONS DAVID S,0,1,0,Common Stock,2011-02-24,1731,0,A,134562,D
0000078003-11-000001,SIMMONS DAVID S,0,1,0,Common Stock,2011-02-24,628,18.9,D,133934,D
0000078003-11-000011,PFIZER INC,0,0,1,Common Stock,2011-09-02,4617045,6,A,4617045,I
0000078003-13-000014,PFIZER INC,0,0,1,Class A Common Stock,2013-06-24,400985000,,A,400985000,D
0000078003-13-000014,PFIZER INC,0,0,1,Class A Common Stock,2013-06-24,400985000,,D,0,D
0000078003-18-000080,PFIZER INC,0,0,1,Common Stock,2018-10-15,21976484,,A,21976484,D
0000078003-18-000080,PFIZER INC,0,0,1,Common Stock,2018-10-15,55556,18,A,22032040,D
0000078003-20-000067,PFIZER INC,0,0,1,Common Stock,2020-10-27,1200000,10,A,27349211,D
0000899243-20-031144,PFIZER INC,0,0,1,"Common Stock, par value $0.01 per share",2020-11-13,689873947,0.00,A,689874047,D
0000899243-20-031144,PFIZER INC,0,0,1,"Common Stock, par value $0.01 per share",2020-11-16,689874047,0.00,D,0,D
0000909518-08-000302,PFIZER INC,0,0,1,Common Stock,2008-04-01,175907,2.35,A,70414776,I
0000909518-08-000302,PFIZER INC,0,0,1,Common Stock,2008-04-02,6002,2.35,A,70420778,I
0000909518-08-000325,PFIZER INC,0,0,1,Common Stock,2008-04-03,1809663,2.35,A,64656136,I
0000909518-08-000325,PFIZER INC,0,0,1,Common Stock,2008-04-04,576170,2.35,A,65232306,I
0000909518-08-000331,PFIZER INC,0,0,1,Common Stock,2008-04-07,2203420,2.35,A,67435726,I
0000909518-08-000331,PFIZER INC,0,0,1,Common Stock,2008-04-08,29407,2.35,A,67465133,I
0000909518-08-000336,PFIZER INC,0,0,1,Common Stock,2008-04-09,12628,2.35,A,67477761,I
0000909518-08-000336,PFIZER INC,0,0,1,Common Stock,2008-04-10,210794,2.35,A,67688555,I
0000909518-08-000350,PFIZER INC,0,0,1,Common Stock,2008-04-11,155499,2.35,A,67844054,I
0000909518-08-000350,PFIZER INC,0,0,1,Common Stock,2008-04-14,1232412,2.35,A,69076466,I
0001104659-17-061575,PFIZER INC,0,0,1,Common Stock,2017-10-10,447514,,A,447514,D
0001104659-17-061575,PFIZER INC,0,0,1,Common Stock,2017-10-10,940125,,A,1387639,D
0001104659-17-061575,PFIZER INC,0,0,1,Common Stock,2017-10-10,40000,17.00,A,1427639,D
0001209191-13-007372,PFIZER INC,1,0,1,Class A Common Stock,2013-02-06,12915000,,A,12915000,D
0001209191-13-007372,PFIZER INC,1,0,1,Class A Common Stock,2013-02-06,99015000,,D,0,D
0001209191-14-007978,PFIZER INC,0,0,1,Common Stock,2014-02-04,1544397,,A,1544397,D
0001209191-14-007978,PFIZER INC,0,0,1,Common Stock,2014-02-04,23145,8.00,A,1567542,D
0001209191-14-007978,PFIZER INC,0,0,1,Common Stock,2014-02-04,227261,8.00,A,1794803,D
0001209191-14-012241,PFIZER INC,0,0,1,Common Stock,2014-02-18,1452944,,A,1452944,D
0001209191-14-012241,PFIZER INC,0,0,1,Common Stock,2014-02-18,234306,,A,1687250,D
0001209191-14-020601,PFIZER INC,0,0,1,Common Stock,2014-03-12,962603,,A,962603,D
0001209191-14-020601,PFIZER INC,0,0,1,Common Stock,2014-03-12,272727,11.00,A,1235330,D
0001216074-05-000001,LAMATTINA JOHN L,0,1,0,Common Stock,2004-06-09,608,0,D,323603,D
0001223203-11-000005,SCHULMAN AMY W,0,1,0,Common Stock,2011-02-24,51615,0,A,242194,D
0001225208-09-021509,DAMELIO FRANK A,0,1,0,Common Stock,2009-10-30,17616,0,A,364585,D
0001225208-09-021513,MCLEOD MARY S,0,1,0,Common Stock,2009-10-30,8808,0,A,109307,D
0001225208-09-021514,READ IAN C,0,1,0,Common Stock,2009-10-30,14680,0,A,471534,D
0001225208-09-021561,Dolsten Mikael,0,1,0,Common Stock,2009-10-30,58720,0,A,58720,D
0001225208-09-021561,Dolsten Mikael,0,1,0,Common Stock,2009-10-30,41104,0,A,99824,D
0001225208-09-021562,Redmond Cavan M.,0,1,0,Common Stock,2009-10-30,29360,0,A,43532,D
0001225208-09-021562,Redmond Cavan M.,0,1,0,Common Stock,2009-10-30,17616,0,A,61148,D
0001225208-09-022339,STEERE WILLIAM C JR,1,0,0,Common Stock,2009-11-13,58000,0,D,1372965,D
0001225208-10-002748,CANGIALOSI LORETTA V,0,1,0,Common Stock,2009-12-31,8246,0,A,181057,D
0001225208-10-002970,STEERE WILLIAM C JR,1,0,0,Common Stock,2010-01-29,52507,18.66,D,1329689,D
0001225208-10-003980,SANGER STEPHEN W,1,0,0,Common Stock,2009-11-30,1000,0,D,0,D
0001225208-10-003980,SANGER STEPHEN W,1,0,0,Common Stock,2009-08-04,85,0,D,0,I
0001225208-10-003980,SANGER STEPHEN W,1,0,0,Common Stock,2009-08-04,85,0,A,85,I
0001225208-10-003980,SANGER STEPHEN W,1,0,0,Common Stock,2009-11-30,1000,0,A,1085,I
0001225208-10-005402,CANGIALOSI LORETTA V,0,1,0,Common Stock,2010-02-22,2693,17.95,D,178860,D
0001225208-10-005403,RICCIARDI NATALE S,0,1,0,Common Stock,2010-02-22,3695,17.95,D,346520,D
0001225208-10-006392,MCLEOD MARY S,0,1,0,Common Stock,2010-02-25,32591,0,A,144034,D
0001225208-10-006393,KINDLER JEFFREY B,1,1,0,Common Stock,2010-02-25,243482,0,A,820888,D
0001225208-10-006394,READ IAN C,0,1,0,Common Stock,2010-02-25,84959,0,A,562254,D
0001225208-10-006394,READ IAN C,0,1,0,Common Stock,2010-02-25,4581,0,A,566835,D
0001225208-10-006394,READ IAN C,0,1,0,Common Stock,2010-02-25,1617,17.69,D,565218,D
0001225208-10-006395,SUSMAN SALLY,0,1,0,Common Stock,2010-02-25,39499,0,A,188006,D
0001225208-10-006395,SUSMAN SALLY,0,1,0,Common Stock,2010-02-26,12004,17.55,D,176002,D
0001225208-10-006396,CANGIALOSI LORETTA V,0,1,0,Common Stock,2010-02-25,8148,0,A,187008,D
0001225208-10-006396,CANGIALOSI LORETTA V,0,1,0,Common Stock,2010-02-25,2951,0,A,189959,D
0001225208-10-006396,CANGIALOSI LORETTA V,0,1,0,Common Stock,2010-02-25,1069,17.69,D,188890,D
0001225208-10-006397,DAMELIO FRANK A,0,1,0,Common Stock,2010-02-25,84959,0,A,454891,D
0001225208-10-006398,Dolsten Mikael,0,1,0,Common Stock,2010-02-25,36212,0,A,137987,D
0001225208-10-006399,MACKAY MARTIN,0,1,0,Common Stock,2010-02-25,66017,0,A,372700,D
0001225208-10-006399,MACKAY MARTIN,0,1,0,Common Stock,2010-02-25,3471,0,A,376171,D
0001225208-10-006399,MACKAY MARTIN,0,1,0,Common Stock,2010-02-25,1127,17.69,D,375044,D
0001225208-10-006400,Lewis-Hall Freda C,0,1,0,Common Stock,2010-02-25,25070,0,A,92862,D
0001225208-10-006401,Redmond Cavan M.,0,1,0,Common Stock,2010-02-25,22284,0,A,84350,D
0001225208-10-006402,RICCIARDI NATALE S,0,1,0,Common Stock,2010-02-25,28970,0,A,375490,D
0001225208-10-006402,RICCIARDI NATALE S,0,1,0,Common Stock,2010-02-25,5209,0,A,380699,D
0001225208-10-006402,RICCIARDI NATALE S,0,1,0,Common Stock,2010-02-25,1848,17.69,D,378851,D
0001225208-10-006403,SCHULMAN AMY W,0,1,0,Common Stock,2010-02-25,36211,0,A,182653,D
0001225208-10-006404,RINGO WILLIAM R,0,1,0,Common Stock,2010-02-25,13231,0,A,252798,D
0001225208-10-008717,KINDLER JEFFREY B,1,1,0,Common Stock,2010-03-18,665,0,A,665,I
0001225208-10-011625,MCLEOD MARY S,0,1,0,Common Stock,2010-04-30,9999,16.72,D,134035,D
0001225208-10-014120,KINDLER JEFFREY B,1,1,0,Common Stock,2010-05-27,2280,0,D,826631,D
0001225208-10-014121,MCLEOD MARY S,0,1,0,Common Stock,2010-05-27,13520,15.35,D,121832,D
0001225208-10-018353,CANGIALOSI LORETTA V,0,1,0,Common Stock,2010-08-04,12728,16.27,D,178899,D
0001225208-10-021531,DAMELIO FRANK A,0,1,0,Common Stock,2010-09-28,42411.0000,17.4300,D,420534.0000,D
0001225208-10-021532,MCLEOD MARY S,0,1,0,Common Stock,2010-09-28,1087.0000,17.4300,D,122096.0000,D
0001225208-10-024131,MCLEOD MARY S,0,1,0,Common Stock,2010-11-03,1263.0000,17.5200,D,120833.0000,D
0001225208-10-024874,STEERE WILLIAM C JR,1,0,0,Common Stock,2010-11-12,51050.0000,0,D,1309758.0000,D
0001225208-10-024874,STEERE WILLIAM C JR,1,0,0,Common Stock,2010-11-12,14808.0000,0,D,0.0000,I
0001225208-11-003800,KILTS JAMES M,1,0,0,Common Stock,2010-02-09,549.0000,18.1200,A,549.0000,D
0001225208-11-003800,KILTS JAMES M,1,0,0,Common Stock,2010-03-09,549.0000,17.2200,D,0.0000,D
0001225208-11-004432,SIMMONS DAVID S,0,1,0,Common Stock,2011-01-31,4331.0000,18.2200,D,95291.0000,D
0001225208-11-004434,STEERE WILLIAM C JR,1,0,0,Common Stock,2011-01-31,54992.0000,18.2200,D,1265131.0000,D
0001225208-11-005059,CORNWELL W DON,1,0,0,Common Stock,2011-02-08,100.0000,19.0500,A,1700.0000,D
0001225208-11-005059,CORNWELL W DON,1,0,0,Common Stock,2011-02-08,100.0000,19.0500,D,300.0000,I
0001225208-11-007056,BRANDICOURT OLIVIER,0,1,0,Common Stock,2011-02-23,641.0000,18.7600,D,178278.0000,D
0001225208-11-007057,HILL CHARLES H,0,1,0,Common Stock,2011-02-23,508.0000,18.7600,D,44678.0000,D
0001225208-11-007060,LANKLER DOUGLAS M,0,1,0,Common Stock,2011-02-23,435.0000,18.7600,D,83611.0000,D
0001225208-11-007061,PECK KRISTIN C,0,1,0,Common Stock,2011-02-23,176.0000,18.7600,D,31388.0000,D
0001225208-11-007062,SIMMONS DAVID S,0,1,0,Common Stock,2011-02-23,315.0000,18.7600,D,95774.0000,D
0001225208-11-007651,BRANDICOURT OLIVIER,0,1,0,Common Stock,2011-02-24,37057.0000,0.0000,A,215335.0000,D
0001225208-11-007651,BRANDICOURT OLIVIER,0,1,0,Common Stock,2011-02-24,2882.0000,0.0000,A,218217.0000,D
0001225208-11-007651,BRANDICOURT OLIVIER,0,1,0,Common Stock,2011-02-24,1182.0000,18.9000,D,217035.0000,D
0001225208-11-007653,READ IAN C,1,1,0,Common Stock,2011-02-24,160137.0000,0.0000,A,746105.0000,D
0001225208-11-007653,READ IAN C,1,1,0,Common Stock,2011-02-24,11971.0000,0.0000,A,758076.0000,D
0001225208-11-007653,READ IAN C,1,1,0,Common Stock,2011-02-24,4239.0000,18.9000,D,753837.0000,D
0001225208-11-007657,CANGIALOSI LORETTA V,0,1,0,Common Stock,2011-02-24,7742.0000,0.0000,A,190542.0000,D
0001225208-11-007657,CANGIALOSI LORETTA V,0,1,0,Common Stock,2011-02-24,2727.0000,0.0000,A,193269.0000,D
0001225208-11-007657,CANGIALOSI LORETTA V,0,1,0,Common Stock,2011-02-24,1005.0000,18.9000,D,192264.0000,D
0001225208-11-007662,DAMELIO FRANK A,0,1,0,Common Stock,2011-02-24,75436.0000,0.0000,A,501865.0000,D
0001225208-11-007662,DAMELIO FRANK A,0,1,0,Common Stock,2011-02-24,11971.0000,0.0000,A,513836.0000,D
0001225208-11-007662,DAMELIO FRANK A,0,1,0,Common Stock,2011-02-24,4352.0000,18.9000,D,509484.0000,D
0001225208-11-007669,Dolsten Mikael,0,1,0,Common Stock,2011-02-24,68290.0000,0.0000,A,212298.0000,D
0001225208-11-007681,Germano Geno J,0,1,0,Common Stock,2011-02-24,37057.0000,0.0000,A,173130.0000,D
0001225208-11-007683,HILL CHARLES H,0,1,0,Common Stock,2011-02-24,17867.0000,0.0000,A,62545.0000,D
0001225208-11-007683,HILL CHARLES H,0,1,0,Common Stock,2011-02-24,1339.0000,0.0000,A,63884.0000,D
0001225208-11-007683,HILL CHARLES H,0,1,0,Common Stock,2011-02-24,486.0000,18.9000,D,63398.0000,D
0001225208-11-007686,LANKLER DOUGLAS M,0,1,0,Common Stock,2011-02-24,12377.0000,0.0000,A,95988.0000,D
0001225208-11-007686,LANKLER DOUGLAS M,0,1,0,Common Stock,2011-02-24,866.0000,0.0000,A,96854.0000,D
0001225208-11-007686,LANKLER DOUGLAS M,0,1,0,Common Stock,2011-02-24,315.0000,18.9000,D,96539.0000,D
0001225208-11-007687,Lewis-Hall Freda C,0,1,0,Common Stock,2011-02-24,39439.0000,0.0000,A,136354.0000,D
